customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C030001,5923743,71084916,3198137,38377644,427594126,61588505,61588505,750902,819,0,0
C030002,7632797,91593564,4602116,55225392,618740644,53116018,8298548,644935,788,0,0
C030003,4256101,51073212,2705947,32471364,34084380,31769265,18250053,292117,779,0,0
C030004,3012541,36150492,1447220,17366640,230607900,41808999,18264938,243982,782,0,0
C030005,3479002,41748024,1642848,19714176,193992078,17849843,8546527,77785,797,0,0
C030006,3074260,36891120,2232098,26785176,93700685,20852006,20852006,323011,845,0,0
C030007,4549774,54597288,1629059,19548708,182056291,32208858,27883705,292061,860,0,0
C030008,4718695,56624340,2009160,24109920,403658108,104494448,85776748,668525,795,0,0
C030009,3881665,46579980,2822483,33869796,352240714,36960658,30924706,77633,823,0,0
C030010,5483757,65805084,3565770,42789240,103010504,97817279,85162954,527655,834,0,0
C030011,2410799,28929588,1801965,21623580,145802440,38071563,38071563,235016,815,0,0
C030012,3790439,45485268,2791000,33492000,214000815,31963008,18217614,211380,802,0,0
C030013,6653739,79844868,3476483,41717796,1117828152,138112222,75911717,790256,720,0,0
C030014,5074755,60897060,1879878,22558536,56444072,29954785,19492380,414549,776,0,0
C030015,4721130,56653560,2030600,24367200,58829212,75457555,58940808,705670,834,0,0
C030016,2291864,27502368,1335161,16021932,150936529,44298786,36231199,208554,757,1,0
C030017,7476233,89714796,4164431,49973172,248450622,98307582,62106717,495958,879,0,0
C030018,3653349,43840188,2370674,28448088,287322492,113214177,74394226,679239,669,1,0
C030019,3876326,46515912,3966056,47592672,152753109,44033772,28116838,413787,681,0,0
C030020,2133511,25602132,1466088,17593056,162447688,37923032,32857923,152118,765,0,0
C030021,4557520,54690240,2474808,29697696,148707829,91000204,54443400,869221,670,0,0
C030022,3666512,43998144,2056728,24680736,615974016,57422401,52200731,528129,797,0,0
C030023,2824209,33890508,2509284,30111408,108488474,33449007,25071774,241865,641,1,0
C030024,4584612,55015344,2184736,26216832,275640351,52384245,21256616,287235,749,0,0
C030025,10945254,131343048,6123048,73476576,288303813,148940685,141675342,1200219,778,0,0
C030026,1889919,22679028,1131582,13578984,77131558,85822500,76800940,534558,753,0,1
C030027,4719963,56639556,3620754,43449048,96539651,121750832,101517015,856365,748,0,0
C030028,3265027,39180324,1878976,22547712,369376066,57399840,46783597,467052,772,0,0
C030029,5216188,62594256,3509560,42114720,458342667,74701822,61645840,628641,729,0,0
C030030,4836610,58039320,3441456,41297472,178893090,82495373,82495373,1031657,709,1,1
C030031,4876539,58518468,3140836,37690032,442773335,38171384,19799960,487719,725,2,1
C030032,3921378,47056536,1723772,20685264,150427858,48968740,34183658,409433,704,0,0
C030033,3969263,47631156,2649010,31788120,118863260,53775143,29763818,416716,767,0,1
C030034,4727487,56729844,2222512,26670144,170763735,99988828,99988828,641434,834,0,0
C030035,7775866,93310392,3441617,41299404,490766068,230927338,186478387,1070786,715,0,0
C030036,3376466,40517592,2201793,26421516,346301822,36757452,27444493,367863,679,0,0
C030037,3426541,41118492,2174275,26091300,510184772,33562234,26186152,556137,867,0,0
C030038,3940806,47289672,2344649,28135788,453254822,37185848,18868413,425276,683,0,0
C030039,6245349,74944188,2560476,30725712,390405600,38229322,33041500,182361,741,0,0
C030040,4387158,52645896,2586370,31036440,737042544,24837163,18297535,648059,813,0,0
C030041,7427423,89129076,4298463,51581556,185237432,311680021,251429951,1812875,713,0,0
C030042,2512367,30148404,1521188,18254256,172796640,28023169,22698168,365291,773,0,0
C030043,6557244,78686928,3501064,42012768,995306546,202072618,176955644,1603504,642,3,1
C030044,1800000,21600000,1093686,13124232,93587680,10219234,10219234,50000,742,0,0
C030045,6077645,72931740,4224908,50698896,345875065,26736142,23446663,762981,818,0,0
C030046,4724771,56697252,2633459,31601508,117265396,18379937,18379937,339795,869,0,0
C030047,2429948,29159376,1540431,18485172,45770960,28519210,9996613,241452,729,0,0
C030048,3957986,47495832,2302435,27629220,114965629,39088725,35642632,542253,846,0,0
C030049,5195667,62348004,1845708,22148496,528170449,66909071,44110501,611939,834,0,0
C030050,4023173,48278076,2344196,28130352,44489834,21869509,16530197,172161,767,0,0
C030051,5350706,64208472,2623377,31480524,295098310,52408393,36545867,115547,794,0,0
C030052,10495453,125945436,5255288,63063456,672523954,79342588,79342588,209909,724,0,0
C030053,4891071,58692852,2968340,35620080,643219758,68741354,59262125,303338,819,0,0
C030054,3802827,45633924,2220280,26643360,157598222,40420560,25599909,356779,933,0,0
C030055,4538186,54458232,2564365,30772380,308375408,52533872,27778650,226412,731,0,1
C030056,4829413,57952956,3608692,43304304,536678446,61838256,50528034,640981,840,0,1
C030057,4473855,53686260,1408241,16898892,57969820,124601048,120384086,837752,805,0,0
C030058,2779752,33357024,1541922,18503064,451651064,75765320,61447937,653294,770,0,0
C030059,3398025,40776300,849506,10194072,74982702,91817239,77328840,722626,741,0,0
C030060,6322282,75867384,5581439,66977268,243444927,16678196,16678196,638970,776,1,0
C030061,4299126,51589512,2462524,29550288,722253168,66863991,23169811,600922,728,0,1
C030062,3551873,42622476,2891361,34696332,134422578,114814519,101902558,859582,654,0,0
C030063,1800000,21600000,1171756,14061072,147682112,26750088,25760309,213124,800,0,0
C030064,3823195,45878340,1571965,18863580,154012858,55473364,43569860,417451,874,0,0
C030065,5797722,69572664,2425103,29101236,69410947,86861047,86861047,524968,805,0,0
C030066,7283891,87406692,4238548,50862576,102178489,101404699,67709491,902300,828,0,0
C030067,3795242,45542904,2655294,31863528,46885993,43690717,24642681,306348,791,0,0
C030068,2296983,27563796,1039444,12473328,18153357,25951986,24833707,217668,880,0,0
C030069,4684611,56215332,2592470,31109640,440782972,198109246,198109246,1209617,693,1,0
C030070,6568018,78816216,2903603,34843236,724469529,114644486,96489007,953780,743,1,0
C030071,4735046,56820552,2131234,25574808,75771592,49628581,41016565,163818,834,0,0
C030072,3661331,43935972,2732076,32784912,307593928,69947361,60928409,452339,757,0,0
C030073,5237049,62844588,3842396,46108752,157488134,183165066,183165066,1501497,766,0,0
C030074,4816543,57798516,3188381,38260572,160938512,60594627,35838436,231221,812,0,0
C030075,4494380,53932560,2299201,27590412,395893549,26791372,22958424,263734,862,0,0
C030076,7488361,89860332,3893235,46718820,1258044648,62158891,40163804,486172,802,0,0
C030077,2432086,29185032,1215630,14587560,32374696,21723815,16253195,425333,886,0,0
C030078,2662708,31952496,1384924,16619088,87347347,34932772,29187771,485886,730,0,0
C030079,3521742,42260904,2301447,27617364,115570862,81808085,72211218,743228,755,0,1
C030080,4446813,53361756,3280961,39371532,43826452,68912242,68912242,576353,783,0,0
C030081,3164707,37976484,1663539,19962468,81871630,11225502,8173259,207816,786,0,0
C030082,11243974,134927688,4380602,52567224,434028864,94486037,88282498,383027,827,0,0
C030083,3106545,37278540,2047251,24567012,64204059,31632528,12909786,62131,770,0,0
C030084,8827524,105930288,5288474,63461688,1411507179,91659064,91659064,963014,786,0,0
C030085,2979558,35754696,2161415,25936980,299817558,65001287,35569050,185175,690,0,1
C030086,4443239,53318868,2414774,28977288,197450723,15569504,13472694,250911,855,0,0
C030087,2526074,30312888,1059094,12709128,29907718,51303381,51303381,401038,794,0,0
C030088,3865249,46382988,1728649,20743788,171615602,58789786,40098387,358498,781,0,0
C030089,4693448,56321376,2526862,30322344,116174617,123631258,108698843,900137,676,0,1
C030090,6015612,72187344,3210649,38527788,478599154,138852917,97339142,841130,810,0,0
C030091,6221930,74663160,3846463,46157556,268019665,290865008,272625705,1745586,675,0,0
C030092,6573009,78876108,3384479,40613748,1104265512,63744809,40856732,349377,826,0,0
C030093,3054762,36657144,1803635,21643620,234528558,101220496,72420673,478258,737,0,0
C030094,3221278,38655336,1830044,21960528,135452930,40918429,40918429,347708,788,0,0
C030095,3403332,40839984,1404387,16852644,135122440,13041076,6697070,151624,829,0,0
C030096,3128101,37537212,1663779,19965348,272654296,51230828,42412747,595286,666,1,0
C030097,2750312,33003744,2723168,32678016,25772785,14228080,12993928,455963,533,1,1
C030098,2722126,32665512,1778627,21343524,97710169,23017716,16140188,304479,843,0,0
C030099,3953006,47436072,1351254,16215048,117218854,38055667,28897807,581413,751,0,0
C030100,5273605,63283260,3445058,41340696,125595120,56706679,43277371,401152,732,0,0
C030101,3357962,40295544,1842694,22112328,275940183,63879547,63879547,592562,769,0,0
C030102,3939214,47270568,2671576,32058912,278019193,49290881,46031742,303142,731,0,0
C030103,4135440,49625280,1805503,21666036,212963742,37334384,21694182,514181,802,0,0
C030104,4095973,49151676,2679180,32150160,176798896,118135088,102166662,616049,704,1,0
C030105,5006508,60078096,3020433,36245196,80388261,52785754,32223949,1014524,655,1,0
C030106,5268610,63223320,2966361,35596332,269239107,189060125,170259358,1184145,686,1,1
C030107,3706551,44478612,2349128,28189536,198478570,18588949,18588949,332756,656,0,0
C030108,4003419,48041028,2567405,30808860,304172846,51414850,34854330,504084,673,1,1
C030109,5623912,67486944,3480791,41769492,139241034,39382761,24869740,354250,726,1,0
C030110,3030684,36368208,1530079,18360948,74817602,13816823,13816823,153152,898,0,0
C030111,3861433,46337196,2075045,24900540,192996776,28065941,26047115,226867,818,0,0
C030112,2410844,28930128,1166972,14003664,67135246,20308225,15078923,196806,811,0,0
