customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C090001,6223912,74686944,3405642,40867704,232979787,39175938,35079041,522107,750,0,1
C090002,3958455,47501460,2948718,35384616,135043075,29775675,13505473,148413,768,1,0
C090003,5549190,66590280,3916273,46995276,251598854,168553447,161884001,1132918,781,1,0
C090004,5759763,69117156,2240719,26888628,344960618,89874341,74837475,336637,794,0,0
C090005,5506288,66075456,3481579,41778948,147478753,35301413,24325123,213332,830,0,0
C090006,2917839,35014068,1897414,22768968,163300218,24581995,17790628,242033,795,1,0
C090007,8922096,107065152,4230578,50766936,744863542,52986268,45778698,522633,816,0,0
C090008,8675044,104100528,6868236,82418832,295149259,474717658,468452376,3185611,714,0,0
C090009,5277370,63328440,3800928,45611136,507369434,116068881,98729839,822544,767,0,0
C090010,6971394,83656728,4177450,50129400,400172095,52939479,35669294,1113323,704,0,0
C090011,4536545,54438540,3791358,45496296,160607746,76557387,59210533,412610,785,0,0
C090012,2533690,30404280,1606589,19279068,65758480,72766195,61962599,602640,723,0,0
C090013,2640948,31691376,1104758,13257096,134295883,28263082,24068384,161867,798,0,0
C090014,4594809,55137708,2020836,24250032,226314928,46171325,31675040,408348,857,0,0
C090015,6011531,72138372,3701808,44421696,177890585,89505379,71074130,703004,776,0,0
C090016,2331698,27980376,1206852,14482224,36683211,28059783,19843268,55343,835,0,0
C090017,9175754,110109048,6432872,77194464,1541526672,116577149,70220935,1230435,724,0,0
C090018,2157236,25886832,1130990,13571880,362415648,17674401,17674401,159901,729,0,0
C090019,3231193,38774316,1740093,20881116,238611581,41652842,30308708,187855,757,0,0
C090020,6577918,78935016,3242198,38906376,143871235,114648780,89564660,928092,842,0,0
C090021,3170477,38045724,1832308,21987696,226636526,36902219,29562989,275148,907,0,0
C090022,5174549,62094588,3698368,44380416,65106297,120890179,101382256,615463,797,1,0
C090023,3885345,46624140,1650185,19802220,160859933,32085635,31156665,300758,796,0,0
C090024,6656075,79872900,4585266,55023192,657261370,79281704,55827350,733144,838,0,0
C090025,4693318,56319816,2981689,35780268,425335434,64579739,52260712,151978,805,0,0
C090026,5254593,63055116,2359591,28315092,125043564,54433756,28545125,268220,771,0,0
C090027,4160371,49924452,3246340,38956080,218446657,51409392,51409392,417684,687,0,0
C090028,3021164,36253968,1862882,22354584,140189308,111721361,106389831,929065,718,0,0
C090029,4540581,54486972,3146282,37755384,116558354,39388215,39388215,569687,838,0,0
C090030,3516137,42193644,1181652,14179824,558791498,126722751,112862482,747513,758,0,0
C090031,1985557,23826684,1042903,12514836,37684964,35548337,26074978,157102,799,0,0
C090032,5667856,68014272,4069273,48831276,154443128,27523083,21961259,437244,771,1,0
C090033,8074765,96897180,2722945,32675340,148479168,216784835,216784835,1865551,830,0,0
C090034,5894054,70728648,1959839,23518068,108796561,188784741,182974946,1127448,725,0,0
C090035,4580012,54960144,2908597,34903164,283699693,38532600,25252857,142217,883,0,0
C090036,3063173,36758076,904145,10849740,55526373,76767012,73634433,396142,803,0,0
C090037,6233423,74801076,4774106,57289272,960818491,69499751,69499751,691303,810,0,0
C090038,6467037,77604444,3866769,46401228,195583804,125334228,66083655,848541,797,0,0
C090039,3762372,45148464,2928023,35136276,120215474,18420799,14925065,264949,766,1,0
C090040,2913228,34958736,1163956,13967472,50469848,40060589,35482290,276396,930,0,0
C090041,3280808,39369696,1515339,18184068,171880053,41530384,13032262,187334,770,0,0
C090042,4352001,52224012,2618637,31423644,212483043,29971279,21967198,334821,824,0,0
C090043,7689573,92274876,5472199,65666388,1113991240,164346576,164346576,1243903,778,0,0
