customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C080001,1800000,21600000,980361,11764332,52376314,19422865,9897817,83878,775,0,0
C080002,4185815,50229780,2698717,32384604,670305694,100573086,74599424,712463,649,2,0
C080003,4123708,49484496,2839057,34068684,125637170,41041908,25115657,302380,715,0,0
C080004,3162545,37950540,2433271,29199252,105566282,84158177,65111288,671644,717,0,0
C080005,7477079,89724948,3712028,44544336,595822935,88652702,78932654,605685,799,0,0
C080006,3446052,41352624,1943787,23325444,227329350,130230930,125233209,891528,747,1,0
C080007,4738387,56860644,1332515,15990180,140793522,70942891,61071986,610903,802,0,0
C080008,4615510,55386120,2273268,27279216,449089319,74300018,68614081,467418,667,0,0
C080009,2655401,31864812,1758951,21107412,56369915,58479975,50755146,414976,831,0,0
C080010,5370937,64451244,4086899,49042788,170654835,40523328,22426651,184044,792,0,0
C080011,2333328,27999936,2349989,28199868,56486454,9858287,6290529,209438,625,0,0
C080012,2369002,28428024,1808209,21698508,68542270,83601390,67054969,589813,753,0,0
C080013,2494953,29939436,1461992,17543904,154817399,14546150,5627301,125667,745,0,0
C080014,2442041,29304492,1217837,14614044,157626796,42095229,19645137,353299,716,0,0
C080015,7058146,84697752,4057715,48692580,244341235,78382322,32488034,141163,779,0,0
C080016,4820055,57840660,3495327,41943924,96401498,69774535,53532453,383905,792,0,0
C080017,7581126,90973512,3628404,43540848,250508074,158230316,127441996,1419270,807,0,0
C080018,2581411,30976932,959201,11510412,157404311,43727644,43105707,532283,866,0,0
C080019,2899554,34794648,1928665,23143980,165138773,10777738,10777738,205876,776,0,0
C080020,5097365,61168380,2680012,32160144,67496690,204216919,170904080,1624368,682,1,0
C080021,6824347,81892164,4215599,50587188,614110416,122301291,74505977,1130314,646,2,0
C080022,5420243,65042916,1883480,22601760,910600824,155848852,142498017,1376871,860,0,0
C080023,4103334,49240008,2448796,29385552,166485286,218170068,216555440,1545657,664,0,0
C080024,12000000,144000000,7278413,87340956,753528495,94933079,33258217,815375,763,0,0
C080025,4227914,50734968,3565833,42789996,73045721,33090923,4058797,422248,792,0,0
C080026,3549057,42588684,2211332,26535984,405989872,50226202,42540171,339664,822,0,0
C080027,4114772,49377264,2379268,28551216,226181229,36282830,36282830,296499,839,0,0
C080028,2255909,27070908,1114564,13374768,207672062,59369369,59369369,433068,869,0,0
C080029,2474323,29691876,1189731,14276772,54275621,15283387,3633571,226063,815,0,0
C080030,6266021,75192252,3316992,39803904,75582901,144488918,103067615,882766,879,0,0
C080031,4897179,58766148,2925230,35102760,227713877,89450160,86467260,826792,705,0,0
C080032,3741390,44896680,2784851,33418212,108322713,71070654,64629402,406065,644,0,0
C080033,3186780,38241360,1255361,15064332,54442327,72474337,65354873,531467,782,0,0
C080034,3524770,42297240,2327000,27924000,353271509,21710048,16220685,263970,763,0,0
C080035,4544771,54537252,3670183,44042196,302774055,83330584,48421925,816966,676,0,0
C080036,2409091,28909092,635225,7622700,34414177,54877522,48831163,97925,792,0,0
C080037,3916358,46996296,2095245,25142940,146736286,28560500,12512180,378394,733,0,0
C080038,3859936,46319232,2385580,28626960,131982077,40036300,28869494,621222,710,0,1
C080039,2534132,30409584,1264020,15168240,174157540,34185297,34185297,246672,876,0,0
C080040,2786724,33440688,1710389,20524668,112451526,44403930,13950680,195522,643,0,0
C080041,3476398,41716776,1021233,12254796,64613451,36134089,22682540,208507,779,0,0
C080042,2711894,32542728,1792369,21508428,73417418,51817936,51817936,468566,722,0,0
C080043,2440148,29281776,1440022,17280264,147621774,66426474,46091385,416874,723,1,0
C080044,3625323,43503876,2005003,24060036,117885927,33001657,31511940,246055,776,1,0
C080045,2793529,33522348,1564046,18768552,275814390,17611990,15143012,223897,748,0,0
C080046,1800000,21600000,1178469,14141628,53332608,22834241,19258005,71923,798,0,0
C080047,4968582,59622984,1904750,22857000,815715789,34247331,34247331,316756,729,1,0
C080048,4233634,50803608,2442276,29307312,114005654,41369238,38982711,572278,793,0,0
C080049,2937041,35244492,1841402,22096824,258125440,40016612,40016612,445653,749,0,0
C080050,5294677,63536124,3372642,40471704,162414115,66035387,45169873,195541,858,0,0
C080051,2323664,27883968,1370678,16448136,104176004,46473831,35154136,330331,731,0,1
C080052,6195844,74350128,4301883,51622596,313665766,196629711,183957333,1213984,777,0,0
C080053,8107462,97289544,2026866,24322392,667057069,26647331,25081724,254206,894,0,0
C080054,5981998,71783976,1840926,22091112,540189111,107487379,87848047,883521,797,0,0
C080055,3263142,39157704,1653553,19842636,120521433,69186282,51248729,403229,744,0,0
C080056,3225067,38700804,1927049,23124588,195859131,38051649,17396389,272095,752,0,0
C080057,3984601,47815212,2005774,24069288,69425186,15093024,15093024,284191,922,0,0
C080058,4410844,52930128,2834830,34017960,427253502,94525809,69353218,645340,698,0,0
C080059,5373852,64486224,3307126,39685512,299262471,126150669,102689116,955915,701,0,0
C080060,3002652,36031824,1991224,23894688,79890383,37245189,37245189,196383,745,0,0
C080061,4712308,56547696,2028302,24339624,241052006,200939251,198652855,1656977,723,0,0
C080062,2668818,32025816,1709581,20514972,216600789,48826919,21637203,303075,729,0,0
C080063,8882285,106587420,6808740,81704880,735141961,127151405,74295327,1226718,611,2,0
C080064,8390183,100682196,4936699,59240388,508315567,184503583,171206524,1485952,819,0,0
C080065,6815665,81787980,4546804,54561648,173800081,116671729,88724670,927957,744,0,0
C080066,2668455,32021460,902456,10829472,192161995,108747853,96675774,860539,743,0,1
C080067,1800000,21600000,1444753,17337036,67840916,27187387,12631851,325447,672,1,0
C080068,4107551,49290612,2969990,35639880,100852020,47191763,34373825,461262,781,0,0
C080069,3321066,39852792,1696288,20355456,84060279,29679195,24096483,197153,824,0,0
C080070,5957276,71487312,3432265,41187180,63763252,268376513,254383736,1863543,657,0,0
C080071,4247438,50969256,2225159,26701908,56340378,169866765,159436068,1076987,688,1,0
C080072,2205012,26460144,1417489,17009868,78471337,41313878,40507828,351619,800,0,0
C080073,2519685,30236220,1589611,19075332,48952900,33808769,19161796,282141,733,0,1
C080074,3638764,43665168,1799379,21592548,125472563,32361815,17289222,219781,845,0,0
C080075,4366282,52395384,2149818,25797816,66960671,85493976,85493976,759755,811,0,0
C080076,6645532,79746384,2542143,30505716,116999902,43275472,37088938,168096,825,0,0
C080077,2560661,30727932,1137882,13654584,185467626,24059543,21052513,169613,749,0,0
C080078,3994890,47938680,2482227,29786724,469941342,32595354,17446459,79898,781,0,0
C080079,2703626,32443512,1332990,15995880,158948514,71378646,60453182,494023,808,0,0
C080080,4006013,48072156,2650476,31805712,148146734,79497725,63097531,732211,742,0,0
C080081,4195576,50346912,2156015,25872180,324295140,38683919,23792090,159922,710,0,0
C080082,2396916,28762992,1199866,14398392,239511749,15004922,14031334,138918,768,0,0
C080083,4570207,54842484,2599285,31191420,313471424,30292464,11517091,240212,733,0,0
C080084,2616684,31400208,1671825,20061900,58183929,21391006,17844185,390080,741,0,0
C080085,3860977,46331724,3066030,36792360,144517477,18678780,13308424,272298,726,0,0
C080086,3031788,36381456,1850606,22207272,80059567,100327359,82667337,730240,744,1,0
C080087,9000884,108010608,3911290,46935480,311288994,164940753,79997767,1211523,701,0,0
C080088,2588499,31061988,1667175,20006100,150590708,94121935,75434401,607032,764,0,0
C080089,2099367,25192404,1485434,17825208,82200105,23877472,20904104,207641,850,0,0
C080090,3558832,42705984,2293033,27516396,138883728,34044060,10261031,71177,697,0,0
C080091,3101610,37219320,2330091,27961092,157589851,36315456,23903711,275927,839,0,0
C080092,3519822,42237864,1658456,19901472,114255070,39529066,33469596,281337,745,0,0
C080093,6210160,74521920,2974310,35691720,225726973,180460621,161029283,1139257,754,1,0
C080094,8646192,103754304,7083696,85004352,259346934,82722273,64649508,924774,721,2,0
C080095,3525929,42311148,997816,11973792,164066292,20457167,17301812,430704,868,0,0
C080096,5801131,69613572,3672899,44074788,250164875,75854099,43659287,610888,878,0,0
C080097,7983250,95799000,4504065,54048780,355141546,81090931,36394285,159665,859,0,0
C080098,3973642,47683704,3332022,39984264,181251863,82988862,67220179,692220,657,0,1
C080099,5810605,69727260,3863249,46358988,206492210,107577390,68306956,841814,705,0,0
C080100,6309968,75719616,3525758,42309096,237269637,109578630,69592237,890661,763,0,0
C080101,2676012,32112144,2005568,24066816,104524055,14117562,6859050,125241,812,0,0
C080102,4144670,49736040,2833632,34003584,146342505,49390707,29950490,337868,765,0,1
C080103,2624749,31496988,739467,8873604,116535656,66195740,66195740,412955,713,0,0
C080104,2917101,35005212,1715553,20586636,117672068,56299416,46725044,516486,698,0,0
C080105,3175694,38108328,2297410,27568920,49621970,75503265,53046659,682630,684,0,0
C080106,3821479,45857748,2105511,25266132,305008755,26648125,17198803,130174,750,0,0
C080107,2193989,26327868,1406457,16877484,259311899,16301350,16301350,141508,751,0,0
C080108,9400917,112811004,6278023,75336276,765490759,175509149,166334114,1072057,813,0,0
C080109,6291287,75495444,2373609,28483308,58359713,23917565,23917565,531874,890,0,0
C080110,3159859,37918308,1586636,19039632,284259880,17037056,17037056,263791,782,0,0
C080111,3271809,39261708,1812973,21755676,121106835,20906194,20906194,119637,759,0,0
C080112,2734642,32815704,2139955,25679460,202707760,26483115,9245908,283339,713,0,0
C080113,3584148,43009776,2221396,26656752,103055693,36527055,36257273,371245,861,0,0
C080114,4558777,54705324,2471780,29661360,169250371,74806688,68999678,480862,751,0,0
C080115,4410975,52931700,2170079,26040948,58354368,37777356,29495821,322943,857,0,0
C080116,5808728,69704736,2342548,28110576,84373873,73668305,57232681,128981,715,0,0
C080117,4811097,57733164,3487683,41852196,123981480,38550529,38550529,281818,780,0,0
C080118,7234325,86811900,4082100,48985200,82962165,195600141,158498974,1325311,846,0,0
C080119,2411203,28934436,1527825,18333900,99876480,58585764,46516499,206064,608,0,0
C080120,3881386,46576632,2289715,27476580,142197677,58977194,45729128,531509,783,0,0
C080121,3793739,45524868,1450254,17403048,93307948,28610534,25931005,474335,817,0,0
C080122,2726596,32719152,1529348,18352176,39913357,28111601,24273511,156746,742,1,0
C080123,4157471,49889652,2396079,28752948,115926041,58411871,26900579,311617,799,0,0
C080124,3940407,47284884,1432752,17193024,249196084,46743732,26231373,355408,824,0,1
C080125,2596240,31154880,1451568,17418816,59201485,38701409,38701409,386456,778,0,0
C080126,5625134,67501608,3482639,41791668,81014222,59443288,26331151,442969,794,0,0
C080127,5185471,62225652,2763120,33157440,628920606,80392312,45535435,441322,782,0,0
C080128,3039419,36473028,1395807,16749684,159645421,10407298,10407298,289850,658,0,0
C080129,4418229,53018748,1905681,22868172,88310755,163544115,139807966,1266675,718,3,1
C080130,2859858,34318296,1581330,18975960,104089969,66936852,49695142,393254,762,0,0
C080131,2658260,31899120,1348558,16182696,20321794,19102480,19102480,360345,784,0,0
C080132,3931331,47175972,3080024,36960288,128199737,87007158,61397934,631716,681,1,0
C080133,4366755,52401060,2235091,26821092,191020449,87039529,73546167,871194,698,2,0
C080134,6982582,83790984,4055250,48663000,123728867,87440749,70637889,854848,722,1,0
C080135,6912276,82947312,1917196,23006352,82731701,31469991,26744617,786598,706,0,0
C080136,2334495,28013940,910454,10925448,189491915,11904129,7089758,190479,766,0,0
C080137,2052212,24626544,1193904,14326848,139031287,25400990,15094282,129978,717,0,0
C080138,2773520,33282240,1774453,21293436,44464991,33986386,32273153,231894,747,0,0
C080139,2253786,27045432,1271906,15262872,66391816,93832055,82371723,610026,712,0,0
C080140,5661130,67933560,3512400,42148800,612311433,43682652,43682652,729427,836,0,0
C080141,3727623,44731476,2658149,31897788,187231815,44835730,36467952,85558,890,0,0
