customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C040001,3435702,41228424,2112105,25345260,315102982,25607364,16675174,227284,797,0,0
C040002,5777643,69331716,3838863,46066356,186367628,57361922,43180576,579094,758,0,0
C040003,8842448,106109376,4775034,57300408,118196435,69749482,61901591,439240,832,0,0
C040004,5009986,60119832,4400679,52808148,441846043,153114364,122337526,1274571,697,0,0
C040005,4489865,53878380,2283459,27401508,74397234,60023410,39306575,434824,772,0,0
C040006,6310076,75720912,3215260,38583120,390793562,83947650,65424860,813112,814,1,0
C040007,5361024,64332288,2548352,30580224,406038604,27679136,27679136,267274,802,0,0
C040008,3049850,36598200,1590947,19091364,83060665,65861025,48955698,391016,769,0,0
C040009,3340374,40084488,1426041,17112492,96744730,35251089,12294192,197900,799,0,0
C040010,5740056,68880672,3232958,38795496,416352168,68514389,62404436,569223,790,0,0
C040011,8419357,101032284,3666259,43995108,1414451976,102461514,83023206,545057,803,0,0
C040012,6901421,82817052,3623867,43486404,350248914,118673543,95115775,719715,748,0,0
C040013,4273532,51282384,2406695,28880340,168083219,39268709,39268709,277323,820,0,0
C040014,3380075,40560900,2465825,29589900,82145202,31277454,9756268,199616,734,1,0
C040015,2200461,26405532,1716802,20601624,26971624,38261145,35157586,273606,629,0,0
C040016,3081958,36983496,1825368,21904416,44288753,73158352,48377826,453284,736,0,0
C040017,3941150,47293800,2012823,24153876,149048976,31590969,27395311,636393,832,1,0
C040018,3653639,43843668,2170810,26049720,364523572,74730547,60590015,538416,783,0,0
C040019,3592816,43113792,1771025,21252300,204120810,22564758,21754231,230284,804,0,0
C040020,7504558,90054696,4844613,58135356,342582460,85633821,47728875,905779,733,0,0
C040021,3550775,42609300,1466105,17593260,39884473,51228269,51228269,344693,793,0,0
C040022,5039227,60470724,1850641,22207692,261935063,59492483,59492483,783322,893,0,0
C040023,3082175,36986100,2251422,27017064,517805400,52983139,34647981,439113,828,0,0
C040024,4318456,51821472,1685876,20230512,325197575,45232141,31243194,247844,701,0,0
C040025,3326685,39920220,1480341,17764092,117641045,105679188,97535089,520076,710,0,0
C040026,4695966,56351592,1965719,23588628,461615819,168886853,154257929,1055321,841,0,0
C040027,4488387,53860644,2742733,32912796,210862411,59190501,21382857,380217,760,0,0
C040028,1805869,21670428,1089566,13074792,12503202,18369432,9316694,123676,788,0,0
C040029,6279213,75350556,4272247,51266964,532365975,95415014,95415014,1061490,790,0,0
C040030,3376188,40514256,2821326,33855912,326459256,71987028,48322040,414646,699,0,0
C040031,2964710,35576520,1159226,13910712,53965590,24526782,11237620,189936,792,0,0
C040032,4587834,55054008,2646919,31763028,160520838,166134334,146862436,1079139,797,0,0
C040033,2757570,33090840,1232202,14786424,90968417,122153885,117747728,710385,701,0,0
C040034,4065643,48787716,1960290,23523480,155931537,58775320,55196459,249158,780,0,0
C040035,3452762,41433144,2573292,30879504,89412839,45779591,37759040,415865,778,0,0
C040036,2731989,32783868,1440663,17287956,90358403,50712415,46622393,266471,753,0,0
C040037,6719067,80628804,2765895,33190740,241223661,47450109,22039557,432287,864,0,0
C040038,4458897,53506764,2923903,35086836,124283756,92717396,77981844,280061,845,0,0
C040039,7606066,91272792,4762271,57147252,627620562,95556874,60352005,152121,803,0,0
C040040,3192589,38311068,2387574,28650888,165843826,16311793,10002718,63852,689,0,0
C040041,3926877,47122524,2340396,28084752,61456880,30607579,17284398,206690,850,0,0
C040042,3754655,45055860,2183476,26201712,213056579,79418454,55581229,431013,809,0,0
C040043,11749089,140989068,9073375,108880500,681646700,228971111,198156797,2144962,622,1,0
C040044,9495451,113945412,4831025,57972300,696923621,106012075,86124534,691396,770,0,0
C040045,9366810,112401720,4960898,59530776,1261074408,58834179,37229723,736513,918,0,0
C040046,1800000,21600000,626571,7518852,47206992,50374839,47615009,272820,794,0,0
C040047,3362598,40351176,1739602,20875224,63279938,34715648,30516751,166093,696,0,0
C040048,3781597,45379164,3229101,38749212,202021224,58257970,45363853,524527,692,1,1
C040049,1800000,21600000,974137,11689644,191024636,27504420,14709421,331863,753,0,1
C040050,4132725,49592700,2294472,27533664,74986838,52833511,45743005,437621,713,0,0
C040051,3114791,37377492,1837282,22047384,24004141,34645690,34645690,317427,812,0,0
C040052,3263075,39156900,2652326,31827912,163048747,44291381,44291381,436559,791,0,0
C040053,5686557,68238684,4532889,54394668,348835960,61020495,41159610,269201,789,0,0
C040054,6907455,82889460,4413587,52963044,742204229,136657934,99552105,505273,696,0,1
C040055,3475782,41709384,1310572,15726864,64129845,55378312,24952944,207788,799,0,0
C040056,2927012,35124144,1460250,17523000,241961669,80503212,73258930,489836,746,0,0
C040057,1800000,21600000,1007543,12090516,112114044,24743018,24743018,195208,805,0,0
C040058,2609191,31310292,1448449,17381388,20035334,17094321,6395966,200821,713,0,0
C040059,7298014,87576168,4323357,51880284,308908222,167445213,136260372,1110982,795,0,0
C040060,2790692,33488304,846251,10155012,114529358,26112665,19517166,68089,950,0,0
C040061,3571899,42862788,2190345,26284140,221897105,20467896,17162607,85532,830,0,0
