customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C070001,3675492,44105904,1564734,18776808,89987396,24633312,12582046,447043,840,0,0
C070002,5193035,62316420,2709694,32516328,191617422,139004848,128961902,1032097,771,0,0
C070003,4117116,49405392,2685557,32226684,172112789,32418323,20829646,284818,735,1,0
C070004,4616185,55394220,3997218,47966616,122144882,40370607,24009193,178948,747,0,0
C070005,6932974,83195688,4594677,55136124,148908485,28879283,24779080,453948,838,1,0
C070006,3387391,40648692,1762864,21154368,213381890,56143657,25913259,423692,890,0,0
C070007,4684677,56216124,1965261,23583132,129228469,99843235,99843235,924247,753,0,0
C070008,3852149,46225788,2380508,28566096,156015820,7859477,7859477,154062,851,0,0
C070009,2279132,27349584,1404389,16852668,37167973,23052400,19416553,194746,790,0,0
C070010,2154941,25859292,1332283,15987396,29278317,66105025,61989412,464170,803,0,0
C070011,3357189,40286268,2716071,32592852,200893486,27121220,15732758,190804,843,0,0
C070012,3808655,45703860,1696316,20355792,362056310,46266336,24145457,89497,769,0,0
C070013,3021687,36260244,2183138,26197656,144771559,51171788,39247896,247704,761,0,1
C070014,9094210,109130520,6621522,79458264,366250303,206329921,170364207,1646475,843,0,0
C070015,1800000,21600000,906186,10874232,44019600,20205427,17482317,176727,776,0,0
C070016,2719575,32634900,2379296,28551552,342864734,14022616,10336851,241690,836,0,0
C070017,4726700,56720400,2132760,25593120,609828491,76239624,41177964,417896,751,0,0
C070018,4855436,58265232,4162066,49944792,203353767,91511581,90427494,633333,808,0,0
C070019,2682534,32190408,1384115,16609380,111688014,29007111,19023060,236640,799,0,0
C070020,2129560,25554720,1131432,13577184,90673931,111033029,100463467,645302,718,0,0
C070021,5585295,67023540,2594989,31139868,135416076,38615470,38615470,406021,760,0,0
C070022,4901324,58815888,4309254,51711048,557227383,108743954,108743954,1210000,630,2,1
C070023,3074145,36889740,1963597,23563164,77667113,17062180,17062180,367089,788,0,0
C070024,5876092,70513104,4784953,57419436,219554129,63963046,32673023,611550,787,1,0
C070025,3831179,45974148,2656847,31882164,457582374,159059893,154780821,1066546,791,0,0
C070026,3561172,42734064,2326518,27918216,82188003,112349907,112349907,786710,744,0,0
C070027,3331684,39980208,1945352,23344224,106021162,28469431,28469431,418183,734,0,0
C070028,3414068,40968816,1688637,20263644,251292585,10219097,9592404,160808,786,0,0
C070029,4019369,48232428,3084004,37008048,296005086,44092615,22534274,336946,715,0,0
C070030,2408896,28906752,1535938,18431256,74127734,55148509,39027296,185185,743,0,0
C070031,4313813,51765756,2378861,28546332,253167405,99168772,99168772,865589,822,0,0
C070032,4605446,55265352,3274503,39294036,74549933,188825264,180747409,979111,755,0,0
C070033,2783202,33398424,1379702,16556424,130693684,20437823,10804473,333040,725,0,0
C070034,5016028,60192336,2606234,31274808,222825754,79936311,67109872,701460,799,0,0
C070035,2788534,33462408,1048717,12584604,403689052,139292844,125143911,978363,755,0,1
C070036,3627112,43525344,2200235,26402820,151319823,81965822,79483609,567014,695,0,0
C070037,3660795,43929540,2012649,24151788,188535496,45389555,38375634,388051,811,0,0
C070038,2054401,24652812,840746,10088952,44947560,18695517,12129641,53374,800,0,0
C070039,2784408,33412896,2161685,25940220,120598901,9473305,5893244,330890,620,0,1
C070040,4762873,57154476,2413332,28959984,131334254,56889089,50491495,590356,841,0,0
C070041,2904948,34859376,1398486,16781832,168387707,41165583,37388703,510952,741,0,0
C070042,2772027,33264324,2062806,24753672,103938515,41305224,32544693,258516,868,0,0
C070043,2077538,24930456,1544436,18533232,57994890,36013624,19905056,94851,761,0,0
C070044,3842768,46113216,3324404,39892848,267653248,71196818,48304634,246089,695,0,0
C070045,2186611,26239332,906322,10875864,146405692,20739421,12007418,132994,869,0,0
C070046,1800000,21600000,1200678,14408136,150096727,14819548,7681258,50000,787,0,0
C070047,5058831,60705972,3394082,40728984,242845411,37407604,18978540,101177,821,0,0
C070048,7709157,92509884,2849728,34196736,234256309,145046097,114457357,835252,753,0,0
C070049,1800000,21600000,1145060,13740720,302400000,20663902,16426045,115879,739,0,0
C070050,6893650,82723800,3728645,44743740,183192960,63337589,41138940,303709,815,0,0
C070051,2951131,35413572,1665436,19985232,117706228,43314600,37465328,318849,691,0,0
C070052,5187942,62255304,3585259,43023108,143863392,97547813,81710043,818534,862,0,0
C070053,2350451,28205412,882538,10590456,293714999,13335051,9849104,170977,797,0,0
C070054,3224120,38689440,1170921,14051052,228675197,29144916,29144916,225984,848,1,0
C070055,4295667,51548004,3088506,37062072,93453430,54224369,28440498,690972,745,0,0
C070056,2056105,24673260,1058119,12697428,202335169,19845070,10854486,96399,758,0,0
C070057,4466018,53592216,2132134,25585608,47396097,47032164,41922164,525949,849,0,0
C070058,7061364,84736368,3894252,46731024,160620559,153271532,145570496,1381841,713,0,0
C070059,9279885,111358620,6577303,78927636,485116311,183219659,124715672,553724,768,0,0
C070060,3100172,37202064,2469456,29633472,211577053,31983423,31983423,283559,762,1,0
C070061,1984414,23812968,1147038,13764456,62932392,108761372,107158356,695085,673,0,1
C070062,2307315,27687780,1346020,16152240,178658751,25909142,25909142,155018,847,0,0
C070063,5193665,62323980,2000287,24003444,261330520,150428705,132985428,954380,748,0,0
C070064,4487366,53848392,2587561,31050732,172680069,33558758,23193770,203075,750,0,0
C070065,3617533,43410396,1338469,16061628,273727851,25552835,25552835,460978,779,1,0
C070066,4315897,51790764,2820362,33844344,96049959,148768151,130670228,1132649,719,1,1
C070067,5942921,71315052,4001108,48013296,267500973,147362056,140417744,1448925,688,0,0
C070068,1927316,23127792,1156458,13877496,53505469,17491573,6429412,224475,704,0,0
C070069,6705313,80463756,3829798,45957576,81718556,69662918,46287372,291557,892,0,0
C070070,4343185,52118220,3047435,36569220,95110696,17057894,12209191,185949,864,0,0
C070071,4237337,50848044,2322427,27869124,106742796,33177914,23681202,619733,758,0,0
C070072,3948732,47384784,1872132,22465584,74098880,22505731,19994243,162569,725,0,0
C070073,3837960,46055520,2430664,29167968,98778080,43736756,42218388,336232,862,0,0
C070074,2716244,32594928,1459202,17510424,456328992,29821948,29821948,345819,800,0,0
C070075,2725176,32702112,776166,9313992,61888658,42943551,25976284,294463,856,0,0
C070076,6364969,76379628,5027956,60335472,239760841,98837909,77355103,883467,824,0,0
C070077,3050926,36611112,1956047,23472564,260448081,82830008,53635997,643880,657,0,1
C070078,3316228,39794736,2824758,33897096,372896496,33057937,24339662,470699,710,0,0
C070079,6197564,74370768,2459099,29509188,174323781,10076051,7376679,218633,801,0,0
C070080,5181131,62173572,3095252,37143024,214803192,117458201,117458201,1084402,714,0,0
C070081,2962161,35545932,800027,9600324,150266457,23529491,23529491,375779,820,0,0
C070082,4318570,51822840,3388479,40661748,46511141,48738679,45169765,272716,853,0,0
C070083,5154646,61855752,3548259,42579108,240810808,93929425,68146967,555917,651,0,0
C070084,3385202,40622424,1801226,21614712,129043852,51131133,39063829,145367,750,0,0
C070085,4728286,56739432,1760022,21120264,285265875,31954637,17620824,137782,788,0,0
C070086,4751763,57021156,3301770,39621240,251368037,33297162,27136853,199193,820,0,0
C070087,3138750,37665000,2217628,26611536,126452987,93035076,82731107,798469,792,0,0
C070088,3147801,37773612,1846679,22160148,127287427,88789360,81976009,537969,746,0,0
C070089,4531879,54382548,3600968,43211616,107458362,42569067,42569067,316309,770,0,0
C070090,4705956,56471472,2824763,33897156,199208232,100088870,46953994,814208,657,1,0
C070091,7994242,95930904,3929240,47150880,602924687,60240933,26206213,565850,716,0,0
C070092,6120774,73449288,3749695,44996340,168761348,87682705,83691718,776152,785,0,0
C070093,5901044,70812528,4286270,51435240,119113322,39852568,31966732,519660,860,0,0
C070094,6073034,72876408,3621684,43460208,226474540,121226619,95812627,927945,696,0,0
C070095,2509565,30114780,1380699,16568388,99554215,23787463,12691347,64864,729,0,0
C070096,5506074,66072888,3988340,47860080,140322108,104202373,91960813,492512,784,1,0
C070097,5853267,70239204,3088138,37057656,199602726,75131041,49748207,117065,879,0,0
C070098,3706031,44472372,2411177,28934124,64371572,27338556,27338556,405832,761,0,0
C070099,4902816,58833792,2250199,27002388,266629462,79959728,68266081,438364,799,0,0
C070100,9324709,111896508,5941408,71296896,978022394,84387719,51331444,1031804,685,0,0
C070101,5116517,61398204,2680539,32166468,263768249,78007494,38906367,892671,710,0,0
C070102,3071545,36858540,1451564,17418768,193211360,22220543,7045038,211061,754,1,1
C070103,3551251,42615012,1665094,19981128,56449800,16308293,16308293,177972,843,0,0
C070104,2560122,30721464,1731656,20779872,108839349,16989880,15355209,97561,793,0,0
C070105,4153290,49839480,2820712,33848544,127997907,14456620,14456620,319488,852,0,0
C070106,5751048,69012576,3094626,37135512,230167008,73187889,39303789,160065,701,1,0
C070107,4137602,49651224,1822896,21874752,93238111,50371802,50371802,562995,765,0,1
C070108,2565672,30788064,1297321,15567852,79675029,28913556,11039794,51313,787,0,0
