customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C000001,3719820,44637840,2150172,25802064,192681149,48146712,45148639,328898,834,0,0
C000002,2132953,25595436,1195154,14341848,17735234,30860098,24262164,239577,887,0,0
C000003,2650551,31806612,1654780,19857360,114603345,15646412,15646412,194398,713,0,0
C000004,5194512,62334144,4300828,51609936,255101565,53609928,40286697,440616,722,0,0
C000005,4039245,48470940,2453948,29447376,126556109,88283747,88283747,701128,681,0,0
C000006,3627335,43528020,1635050,19620600,30237367,110575934,109953388,640295,819,0,0
C000007,6790962,81491544,3718563,44622756,289802857,134183978,121492259,1025850,855,0,0
C000008,4282607,51391284,1817987,21815844,575328898,54848948,46974465,229926,859,0,0
C000009,6220675,74648100,4433786,53205432,373078216,51136005,39173199,376151,672,0,0
C000010,2868001,34416012,1147532,13770384,78189827,42364217,32607380,378665,809,0,0
C000011,1820064,21840768,1160080,13920960,27926504,33249779,26623896,225033,743,0,0
C000012,4130525,49566300,2198473,26381676,104836773,60104159,48485203,209714,832,0,0
C000013,5934579,71214948,2816118,33793416,226972320,107904314,100920836,619229,805,0,0
C000014,8073936,96887232,5029141,60349692,152516933,252216922,220727770,1972293,756,0,0
C000015,3495808,41949696,1939859,23278308,139184369,86260297,79630152,422749,788,1,0
C000016,5952514,71430168,3699649,44395788,676808579,94105226,46432976,575626,712,0,1
C000017,3915658,46987896,1657934,19895208,335018345,53082503,53082503,426493,785,0,0
C000018,5630576,67566912,5810809,69729708,707150743,109552600,90865802,867719,678,0,0
C000019,4265158,51181896,1557813,18693756,229417242,103588573,88519434,668332,792,0,0
C000020,6396884,76762608,3794556,45534672,274725260,60847409,47962803,325909,827,0,0
C000021,4133550,49602600,1499579,17994948,220233019,172364181,158429240,980253,672,0,0
C000022,4106359,49276308,2232595,26791140,689868312,64628348,50914317,577249,769,0,0
C000023,4064688,48776256,1802412,21628944,136003696,12219001,12219001,575324,912,0,0
C000024,3082726,36992712,1741637,20899644,208707980,51662572,51662572,300610,820,0,0
C000025,7147912,85774944,3654346,43852152,278903844,87223104,87223104,762405,779,0,0
C000026,7448964,89387568,4964363,59572356,628853952,50238431,35856133,468373,701,0,0
C000027,2421279,29055348,1316019,15792228,18917532,23618064,23618064,272838,712,0,0
C000028,2913828,34965936,2364665,28375980,143858769,30155081,21649394,350278,750,0,0
C000029,2025405,24304860,1021002,12252024,67941336,11912667,11912667,142548,906,0,0
C000030,3230340,38764080,1349083,16188996,35196488,14856320,13426565,80650,737,0,0
C000031,4540512,54486144,2411666,28939992,760853001,24393915,15863102,362883,827,0,1
C000032,2854287,34251444,1839854,22078248,104574668,33921865,28281698,225761,755,1,0
C000033,2846018,34152216,1807097,21685164,180931896,37583795,28138052,340728,712,0,0
C000034,6701375,80416500,2773725,33284700,290167404,187506902,163252521,1180576,749,0,0
C000035,4667381,56008572,3396627,40759524,166809935,97456644,88599227,980125,655,2,1
C000036,2316021,27792252,1241419,14897028,279251983,73494239,59933083,438678,850,0,0
C000037,4979742,59756904,3145402,37744824,113176751,45135197,27855929,185480,679,0,1
C000038,1800000,21600000,1333409,16000908,49942473,18878532,10950642,94706,767,0,0
C000039,4281480,51377760,2238613,26863356,133562292,64008448,53757668,655531,843,0,0
C000040,6733751,80805012,3949592,47395104,351250119,94292365,74559025,531373,761,0,0
C000041,3773077,45276924,1461404,17536848,51607873,83604698,63441889,490825,803,0,0
C000042,2633541,31602492,1742039,20904468,135524792,41007835,35509052,220737,735,0,0
C000043,2022985,24275820,1224666,14695992,144269367,16757407,15659977,215753,809,0,0
C000044,5075663,60907956,2611626,31339512,99007733,48324516,38382654,432027,730,0,0
C000045,5708814,68505768,4498243,53978916,308672946,127561309,100992329,1131165,760,0,0
C000046,4663763,55965156,3634991,43619892,282186748,34086223,34086223,473830,729,0,0
